,imagePath,Annotations
0,Ceiling_Cam-2020-11-21-12-16-0.jpg,"[""{\""name\"":\""rect\"",\""x\"":1096,\""y\"":862,\""width\"":208,\""height\"":369}"", ""{\""name\"":\""rect\"",\""x\"":340,\""y\"":1622,\""width\"":194,\""height\"":482}"", ""{\""name\"":\""rect\"",\""x\"":2108,\""y\"":1505,\""width\"":161,\""height\"":526}"", ""{\""name\"":\""rect\"",\""x\"":3233,\""y\"":1312,\""width\"":153,\""height\"":442}"", ""{\""name\"":\""rect\"",\""x\"":3380,\""y\"":1348,\""width\"":124,\""height\"":479}"", ""{\""name\"":\""rect\"",\""x\"":2441,\""y\"":117,\""width\"":314,\""height\"":332}"", ""{\""name\"":\""rect\"",\""x\"":2879,\""y\"":413,\""width\"":281,\""height\"":340}"", ""{\""name\"":\""rect\"",\""x\"":2850,\""y\"":237,\""width\"":153,\""height\"":205}"", ""{\""name\"":\""rect\"",\""x\"":3007,\""y\"":351,\""width\"":186,\""height\"":223}"", ""{\""name\"":\""rect\"",\""x\"":2530,\""y\"":1307,\""width\"":275,\""height\"":593}"", ""{\""name\"":\""rect\"",\""x\"":2464,\""y\"":1505,\""width\"":456,\""height\"":354}"", ""{\""name\"":\""rect\"",\""x\"":921,\""y\"":906,\""width\"":231,\""height\"":400}"", ""{\""name\"":\""rect\"",\""x\"":824,\""y\"":1146,\""width\"":178,\""height\"":397}"", ""{\""name\"":\""rect\"",\""x\"":479,\""y\"":1122,\""width\"":412,\""height\"":342}"", ""{\""name\"":\""rect\"",\""x\"":631,\""y\"":930,\""width\"":424,\""height\"":149}"", ""{\""name\"":\""rect\"",\""x\"":582,\""y\"":1058,\""width\"":403,\""height\"":149}"", ""{\""name\"":\""rect\"",\""x\"":514,\""y\"":956,\""width\"":137,\""height\"":307}""]"
1,Ceiling_Cam-2020-11-21-12-16-450.jpg,"[""{\""name\"":\""rect\"",\""x\"":2119,\""y\"":1485,\""width\"":158,\""height\"":582}"", ""{\""name\"":\""rect\"",\""x\"":2466,\""y\"":105,\""width\"":234,\""height\"":354}"", ""{\""name\"":\""rect\"",\""x\"":3124,\""y\"":1049,\""width\"":251,\""height\"":421}"", ""{\""name\"":\""rect\"",\""x\"":3367,\""y\"":1394,\""width\"":134,\""height\"":441}"", ""{\""name\"":\""rect\"",\""x\"":3241,\""y\"":1344,\""width\"":164,\""height\"":438}"", ""{\""name\"":\""rect\"",\""x\"":2987,\""y\"":278,\""width\"":190,\""height\"":286}"", ""{\""name\"":\""rect\"",\""x\"":2841,\""y\"":193,\""width\"":164,\""height\"":254}"", ""{\""name\"":\""rect\"",\""x\"":1014,\""y\"":707,\""width\"":409,\""height\"":359}"", ""{\""name\"":\""rect\"",\""x\"":915,\""y\"":991,\""width\"":383,\""height\"":319}"", ""{\""name\"":\""rect\"",\""x\"":503,\""y\"":1289,\""width\"":453,\""height\"":357}"", ""{\""name\"":\""rect\"",\""x\"":625,\""y\"":929,\""width\"":418,\""height\"":155}"", ""{\""name\"":\""rect\"",\""x\"":544,\""y\"":1125,\""width\"":324,\""height\"":164}"", ""{\""name\"":\""rect\"",\""x\"":593,\""y\"":1058,\""width\"":336,\""height\"":172}"", ""{\""name\"":\""rect\"",\""x\"":441,\""y\"":929,\""width\"":167,\""height\"":371}"", ""{\""name\"":\""rect\"",\""x\"":324,\""y\"":1639,\""width\"":184,\""height\"":462}"", ""{\""name\"":\""rect\"",\""x\"":476,\""y\"":1838,\""width\"":491,\""height\"":216}""]"
2,Ceiling_Cam-2020-11-21-12-16-900.jpg,"[""{\""name\"":\""rect\"",\""x\"":2119,\""y\"":1476,\""width\"":149,\""height\"":567}"", ""{\""name\"":\""rect\"",\""x\"":3194,\""y\"":1338,\""width\"":175,\""height\"":424}"", ""{\""name\"":\""rect\"",\""x\"":3343,\""y\"":1371,\""width\"":137,\""height\"":424}"", ""{\""name\"":\""rect\"",\""x\"":339,\""y\"":1616,\""width\"":216,\""height\"":456}"", ""{\""name\"":\""rect\"",\""x\"":821,\""y\"":1222,\""width\"":181,\""height\"":435}"", ""{\""name\"":\""rect\"",\""x\"":734,\""y\"":757,\""width\"":324,\""height\"":304}"", ""{\""name\"":\""rect\"",\""x\"":926,\""y\"":988,\""width\"":351,\""height\"":298}"", ""{\""name\"":\""rect\"",\""x\"":2575,\""y\"":184,\""width\"":234,\""height\"":362}"", ""{\""name\"":\""rect\"",\""x\"":2984,\""y\"":354,\""width\"":248,\""height\"":365}"", ""{\""name\"":\""rect\"",\""x\"":2858,\""y\"":330,\""width\"":132,\""height\"":196}"", ""{\""name\"":\""rect\"",\""x\"":2823,\""y\"":245,\""width\"":190,\""height\"":129}"", ""{\""name\"":\""rect\"",\""x\"":488,\""y\"":961,\""width\"":149,\""height\"":281}"", ""{\""name\"":\""rect\"",\""x\"":386,\""y\"":1239,\""width\"":424,\""height\"":196}"", ""{\""name\"":\""rect\"",\""x\"":570,\""y\"":1102,\""width\"":354,\""height\"":161}"", ""{\""name\"":\""rect\"",\""x\"":435,\""y\"":1768,\""width\"":316,\""height\"":374}""]"
3,Ceiling_Cam-2020-11-21-12-16-1350.jpg,"[""{\""name\"":\""rect\"",\""x\"":2113,\""y\"":1458,\""width\"":158,\""height\"":526}"", ""{\""name\"":\""rect\"",\""x\"":2092,\""y\"":830,\""width\"":269,\""height\"":330}"", ""{\""name\"":\""rect\"",\""x\"":2376,\""y\"":377,\""width\"":304,\""height\"":295}"", ""{\""name\"":\""rect\"",\""x\"":2639,\""y\"":199,\""width\"":152,\""height\"":327}"", ""{\""name\"":\""rect\"",\""x\"":2820,\""y\"":202,\""width\"":196,\""height\"":254}"", ""{\""name\"":\""rect\"",\""x\"":2981,\""y\"":380,\""width\"":181,\""height\"":292}"", ""{\""name\"":\""rect\"",\""x\"":3191,\""y\"":1371,\""width\"":193,\""height\"":421}"", ""{\""name\"":\""rect\"",\""x\"":3250,\""y\"":1192,\""width\"":243,\""height\"":459}"", ""{\""name\"":\""rect\"",\""x\"":3247,\""y\"":1733,\""width\"":362,\""height\"":292}"", ""{\""name\"":\""rect\"",\""x\"":821,\""y\"":716,\""width\"":368,\""height\"":351}"", ""{\""name\"":\""rect\"",\""x\"":970,\""y\"":1032,\""width\"":304,\""height\"":330}"", ""{\""name\"":\""rect\"",\""x\"":772,\""y\"":1283,\""width\"":365,\""height\"":295}"", ""{\""name\"":\""rect\"",\""x\"":602,\""y\"":1122,\""width\"":359,\""height\"":172}"", ""{\""name\"":\""rect\"",\""x\"":640,\""y\"":991,\""width\"":348,\""height\"":161}"", ""{\""name\"":\""rect\"",\""x\"":535,\""y\"":842,\""width\"":143,\""height\"":403}"", ""{\""name\"":\""rect\"",\""x\"":456,\""y\"":926,\""width\"":134,\""height\"":418}"", ""{\""name\"":\""rect\"",\""x\"":307,\""y\"":1593,\""width\"":199,\""height\"":494}""]"
4,Ceiling_Cam-2020-11-21-12-16-1800.jpg,"[""{\""name\"":\""rect\"",\""x\"":2098,\""y\"":552,\""width\"":254,\""height\"":453}"", ""{\""name\"":\""rect\"",\""x\"":2545,\""y\"":333,\""width\"":295,\""height\"":397}"", ""{\""name\"":\""rect\"",\""x\"":2025,\""y\"":129,\""width\"":260,\""height\"":278}"", ""{\""name\"":\""rect\"",\""x\"":2759,\""y\"":181,\""width\"":275,\""height\"":196}"", ""{\""name\"":\""rect\"",\""x\"":2943,\""y\"":321,\""width\"":190,\""height\"":266}"", ""{\""name\"":\""rect\"",\""x\"":2221,\""y\"":1289,\""width\"":351,\""height\"":506}"", ""{\""name\"":\""rect\"",\""x\"":3226,\""y\"":1300,\""width\"":175,\""height\"":435}"", ""{\""name\"":\""rect\"",\""x\"":3343,\""y\"":1576,\""width\"":149,\""height\"":465}"", ""{\""name\"":\""rect\"",\""x\"":2101,\""y\"":1487,\""width\"":164,\""height\"":535}"", ""{\""name\"":\""rect\"",\""x\"":2256,\""y\"":1806,\""width\"":193,\""height\"":333}"", ""{\""name\"":\""rect\"",\""x\"":947,\""y\"":982,\""width\"":248,\""height\"":342}"", ""{\""name\"":\""rect\"",\""x\"":994,\""y\"":593,\""width\"":207,\""height\"":383}"", ""{\""name\"":\""rect\"",\""x\"":471,\""y\"":926,\""width\"":126,\""height\"":374}"", ""{\""name\"":\""rect\"",\""x\"":573,\""y\"":912,\""width\"":158,\""height\"":412}"", ""{\""name\"":\""rect\"",\""x\"":684,\""y\"":1078,\""width\"":324,\""height\"":234}"", ""{\""name\"":\""rect\"",\""x\"":772,\""y\"":660,\""width\"":245,\""height\"":381}"", ""{\""name\"":\""rect\"",\""x\"":731,\""y\"":925,\""width\"":255,\""height\"":248}"", ""{\""name\"":\""rect\"",\""x\"":331,\""y\"":1631,\""width\"":207,\""height\"":456}""]"
5,Ceiling_Cam-2020-11-21-12-16-2250.jpg,"[""{\""name\"":\""rect\"",\""x\"":2079,\""y\"":644,\""width\"":459,\""height\"":286}"", ""{\""name\"":\""rect\"",\""x\"":2113,\""y\"":819,\""width\"":233,\""height\"":413}"", ""{\""name\"":\""rect\"",\""x\"":2122,\""y\"":1480,\""width\"":132,\""height\"":529}"", ""{\""name\"":\""rect\"",\""x\"":2163,\""y\"":1879,\""width\"":305,\""height\"":276}"", ""{\""name\"":\""rect\"",\""x\"":3222,\""y\"":1310,\""width\"":199,\""height\"":332}"", ""{\""name\"":\""rect\"",\""x\"":3222,\""y\"":1579,\""width\"":235,\""height\"":533}"", ""{\""name\"":\""rect\"",\""x\"":3386,\""y\"":1586,\""width\"":137,\""height\"":413}"", ""{\""name\"":\""rect\"",\""x\"":2924,\""y\"":459,\""width\"":252,\""height\"":238}"", ""{\""name\"":\""rect\"",\""x\"":2602,\""y\"":183,\""width\"":284,\""height\"":180}"", ""{\""name\"":\""rect\"",\""x\"":2804,\""y\"":284,\""width\"":274,\""height\"":175}"", ""{\""name\"":\""rect\"",\""x\"":2725,\""y\"":231,\""width\"":281,\""height\"":163}"", ""{\""name\"":\""rect\"",\""x\"":990,\""y\"":673,\""width\"":202,\""height\"":452}"", ""{\""name\"":\""rect\"",\""x\"":632,\""y\"":411,\""width\"":197,\""height\"":384}"", ""{\""name\"":\""rect\"",\""x\"":336,\""y\"":1605,\""width\"":223,\""height\"":490}"", ""{\""name\"":\""rect\"",\""x\"":843,\""y\"":942,\""width\"":219,\""height\"":298}"", ""{\""name\"":\""rect\"",\""x\"":687,\""y\"":622,\""width\"":310,\""height\"":384}"", ""{\""name\"":\""rect\"",\""x\"":658,\""y\"":1024,\""width\"":199,\""height\"":327}"", ""{\""name\"":\""rect\"",\""x\"":505,\""y\"":913,\""width\"":197,\""height\"":461}"", ""{\""name\"":\""rect\"",\""x\"":394,\""y\"":992,\""width\"":154,\""height\"":372}""]"
6,Ceiling_Cam-2020-11-21-12-16-2700.jpg,"[""{\""name\"":\""rect\"",\""x\"":334,\""y\"":1596,\""width\"":231,\""height\"":500}"", ""{\""name\"":\""rect\"",\""x\"":872,\""y\"":822,\""width\"":276,\""height\"":481}"", ""{\""name\"":\""rect\"",\""x\"":620,\""y\"":932,\""width\"":310,\""height\"":178}"", ""{\""name\"":\""rect\"",\""x\"":421,\""y\"":851,\""width\"":315,\""height\"":351}"", ""{\""name\"":\""rect\"",\""x\"":795,\""y\"":341,\""width\"":296,\""height\"":262}"", ""{\""name\"":\""rect\"",\""x\"":699,\""y\"":274,\""width\"":296,\""height\"":166}"", ""{\""name\"":\""rect\"",\""x\"":769,\""y\"":204,\""width\"":274,\""height\"":178}"", ""{\""name\"":\""rect\"",\""x\"":793,\""y\"":144,\""width\"":327,\""height\"":168}"", ""{\""name\"":\""rect\"",\""x\"":2264,\""y\"":642,\""width\"":269,\""height\"":401}"", ""{\""name\"":\""rect\"",\""x\"":2115,\""y\"":444,\""width\"":279,\""height\"":380}"", ""{\""name\"":\""rect\"",\""x\"":3117,\""y\"":865,\""width\"":223,\""height\"":440}"", ""{\""name\"":\""rect\"",\""x\"":3266,\""y\"":1300,\""width\"":142,\""height\"":447}"", ""{\""name\"":\""rect\"",\""x\"":3367,\""y\"":1550,\""width\"":147,\""height\"":493}"", ""{\""name\"":\""rect\"",\""x\"":2701,\""y\"":341,\""width\"":353,\""height\"":202}"", ""{\""name\"":\""rect\"",\""x\"":3040,\""y\"":449,\""width\"":228,\""height\"":363}"", ""{\""name\"":\""rect\"",\""x\"":2651,\""y\"":190,\""width\"":310,\""height\"":149}"", ""{\""name\"":\""rect\"",\""x\"":2833,\""y\"":296,\""width\"":264,\""height\"":130}"", ""{\""name\"":\""rect\"",\""x\"":2115,\""y\"":1456,\""width\"":180,\""height\"":502}""]"
7,Ceiling_Cam-2020-11-21-12-16-3150.jpg,"[""{\""name\"":\""rect\"",\""x\"":937,\""y\"":952,\""width\"":406,\""height\"":238}"", ""{\""name\"":\""rect\"",\""x\"":718,\""y\"":1122,\""width\"":288,\""height\"":413}"", ""{\""name\"":\""rect\"",\""x\"":1038,\""y\"":324,\""width\"":130,\""height\"":339}"", ""{\""name\"":\""rect\"",\""x\"":733,\""y\"":240,\""width\"":310,\""height\"":214}"", ""{\""name\"":\""rect\"",\""x\"":622,\""y\"":774,\""width\"":195,\""height\"":372}"", ""{\""name\"":\""rect\"",\""x\"":430,\""y\"":966,\""width\"":171,\""height\"":440}"", ""{\""name\"":\""rect\"",\""x\"":329,\""y\"":1624,\""width\"":233,\""height\"":495}"", ""{\""name\"":\""rect\"",\""x\"":2047,\""y\"":618,\""width\"":305,\""height\"":387}"", ""{\""name\"":\""rect\"",\""x\"":2372,\""y\"":178,\""width\"":303,\""height\"":303}"", ""{\""name\"":\""rect\"",\""x\"":2626,\""y\"":497,\""width\"":356,\""height\"":315}"", ""{\""name\"":\""rect\"",\""x\"":2590,\""y\"":332,\""width\"":380,\""height\"":223}"", ""{\""name\"":\""rect\"",\""x\"":3066,\""y\"":433,\""width\"":185,\""height\"":411}"", ""{\""name\"":\""rect\"",\""x\"":2953,\""y\"":341,\""width\"":125,\""height\"":199}"", ""{\""name\"":\""rect\"",\""x\"":2795,\""y\"":233,\""width\"":221,\""height\"":159}"", ""{\""name\"":\""rect\"",\""x\"":3203,\""y\"":1319,\""width\"":233,\""height\"":394}"", ""{\""name\"":\""rect\"",\""x\"":3355,\""y\"":1598,\""width\"":197,\""height\"":461}"", ""{\""name\"":\""rect\"",\""x\"":2117,\""y\"":1492,\""width\"":163,\""height\"":449}""]"
8,Ceiling_Cam-2020-11-21-12-16-3600.jpg,"[""{\""name\"":\""rect\"",\""x\"":1012,\""y\"":858,\""width\"":433,\""height\"":260}"", ""{\""name\"":\""rect\"",\""x\"":718,\""y\"":767,\""width\"":274,\""height\"":375}"", ""{\""name\"":\""rect\"",\""x\"":589,\""y\"":728,\""width\"":178,\""height\"":346}"", ""{\""name\"":\""rect\"",\""x\"":490,\""y\"":1060,\""width\"":356,\""height\"":312}"", ""{\""name\"":\""rect\"",\""x\"":452,\""y\"":851,\""width\"":171,\""height\"":310}"", ""{\""name\"":\""rect\"",\""x\"":341,\""y\"":1624,\""width\"":240,\""height\"":500}"", ""{\""name\"":\""rect\"",\""x\"":2297,\""y\"":305,\""width\"":154,\""height\"":387}"", ""{\""name\"":\""rect\"",\""x\"":2254,\""y\"":630,\""width\"":329,\""height\"":396}"", ""{\""name\"":\""rect\"",\""x\"":3114,\""y\"":630,\""width\"":243,\""height\"":433}"", ""{\""name\"":\""rect\"",\""x\"":2127,\""y\"":1492,\""width\"":149,\""height\"":457}"", ""{\""name\"":\""rect\"",\""x\"":3119,\""y\"":1471,\""width\"":250,\""height\"":433}"", ""{\""name\"":\""rect\"",\""x\"":3292,\""y\"":1326,\""width\"":144,\""height\"":358}"", ""{\""name\"":\""rect\"",\""x\"":3316,\""y\"":1591,\""width\"":190,\""height\"":442}"", ""{\""name\"":\""rect\"",\""x\"":2523,\""y\"":334,\""width\"":375,\""height\"":296}"", ""{\""name\"":\""rect\"",\""x\"":2638,\""y\"":315,\""width\"":300,\""height\"":240}"", ""{\""name\"":\""rect\"",\""x\"":2965,\""y\"":353,\""width\"":132,\""height\"":204}"", ""{\""name\"":\""rect\"",\""x\"":2768,\""y\"":202,\""width\"":257,\""height\"":163}"", ""{\""name\"":\""rect\"",\""x\"":2139,\""y\"":1949,\""width\"":130,\""height\"":211}""]"
9,Ceiling_Cam-2020-11-21-12-16-4050.jpg,"[""{\""name\"":\""rect\"",\""x\"":276,\""y\"":1701,\""width\"":197,\""height\"":421}"", ""{\""name\"":\""rect\"",\""x\"":2386,\""y\"":723,\""width\"":382,\""height\"":394}"", ""{\""name\"":\""rect\"",\""x\"":2646,\""y\"":365,\""width\"":168,\""height\"":312}"", ""{\""name\"":\""rect\"",\""x\"":2869,\""y\"":250,\""width\"":106,\""height\"":214}"", ""{\""name\"":\""rect\"",\""x\"":2922,\""y\"":264,\""width\"":168,\""height\"":279}"", ""{\""name\"":\""rect\"",\""x\"":3114,\""y\"":911,\""width\"":272,\""height\"":324}"", ""{\""name\"":\""rect\"",\""x\"":3273,\""y\"":1199,\""width\"":149,\""height\"":500}"", ""{\""name\"":\""rect\"",\""x\"":3102,\""y\"":1473,\""width\"":216,\""height\"":457}"", ""{\""name\"":\""rect\"",\""x\"":3371,\""y\"":1581,\""width\"":175,\""height\"":471}"", ""{\""name\"":\""rect\"",\""x\"":952,\""y\"":839,\""width\"":360,\""height\"":298}"", ""{\""name\"":\""rect\"",\""x\"":805,\""y\"":867,\""width\"":199,\""height\"":435}"", ""{\""name\"":\""rect\"",\""x\"":639,\""y\"":572,\""width\"":173,\""height\"":332}"", ""{\""name\"":\""rect\"",\""x\"":694,\""y\"":791,\""width\"":130,\""height\"":360}"", ""{\""name\"":\""rect\"",\""x\"":512,\""y\"":740,\""width\"":173,\""height\"":356}"", ""{\""name\"":\""rect\"",\""x\"":466,\""y\"":947,\""width\"":171,\""height\"":346}"", ""{\""name\"":\""rect\"",\""x\"":2117,\""y\"":1511,\""width\"":216,\""height\"":428}"", ""{\""name\"":\""rect\"",\""x\"":2136,\""y\"":1949,\""width\"":147,\""height\"":211}""]"
